,fluxes,kcat,MW,kcat_MW,equ
ETOHtex_reverse_num1,0.0,,,,etoh_p --> etoh_e
HACD3_reverse_num1,0.0,36814.26424,159.1878,231.2631008,3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c
ACACtex_reverse_num1,0.0,,,,acac_p --> acac_e
ACNAMtex_reverse_num1,0.0,,,,acnam_p --> acnam_e
H2Stex_reverse_num1,0.0,,,,h2s_p --> h2s_e
EX_nh4_e_reverse,1.0661796000000354,,,, --> nh4_e
DADK_reverse,0.0,13343.777090000001,23.586,565.7498977999999,adp_c + dadp_c --> atp_c + damp_c
4PEPTtex_reverse_num1,0.0,,,,LalaDgluMdapDala_p --> LalaDgluMdapDala_e
CRNCAR_reverse,0.0,20738.592380000002,28.1902,735.6667345,crnDcoa_c --> crncoa_c
GLYCLTt2rpp_reverse_num1,4.4600000000005746e-05,,,,glyclt_c + h_c --> glyclt_p + h_p
HPPPNt2rpp_reverse,0.0,,,,3hpppn_c + h_c --> 3hpppn_p + h_p
DHFR_reverse_num1,0.0,20559.74064,26.3483,780.3061541000001,nadp_c + thf_c --> dhf_c + h_c + nadph_c
EX_mobd_e_reverse,7.000000000000001e-07,,,, --> mobd_e
EX_so4_e_reverse,0.025181999999999972,,,, --> so4_e
PUNP4_reverse_num1,0.0,9382.349419,179.0077,52.41310524,2dr1p_c + gua_c --> dgsn_c + pi_c
AMAOTr_reverse,0.0,32523.361289999997,94.6712,343.54018210000004,amob_c + dann_c --> 8aonn_c + amet_c
EX_k_e_reverse,0.019519300000000003,,,, --> k_e
EX_na1_e_reverse,0.0,,,, --> na1_e
ARGORNt7pp_reverse,0.0,,,,arg__L_c + orn_p --> arg__L_p + orn_c
CU2tex_reverse_num1,0.0,,,,cu2_p --> cu2_e
GLCATr_reverse,0.0,10000.12983,60.288000000000004,165.8726418,acglc__D_c + coa_c --> accoa_c + glc__D_c
ALAALAr_reverse_num1,0.0,20079.23664,39.3158,510.7167256,adp_c + alaala_c + h_c + pi_c --> 2.0 ala__D_c + atp_c
CLtex_reverse_num1,0.0,,,,cl_p --> cl_e
ACACT1r_reverse_num1,0.0,49056.7815,46.5305,1054.293023,aacoa_c + coa_c --> 2.0 accoa_c
SUCOAS_reverse,0.0,36798.90163,142.3403,258.5276386,adp_c + pi_c + succoa_c --> atp_c + coa_c + succ_c
GALKr_reverse,0.0,27093.8564,41.4421,653.7761455,adp_c + gal1p_c + h_c --> atp_c + gal_c
YUMPS_reverse,0.0,117059.4818,98.7297,1185.656209,h2o_c + psd5p_c --> r5p_c + ura_c
ADSL1r_reverse,0.0,16835.379419999997,206.1712,81.65728007,amp_c + fum_c --> dcamp_c
AICART_reverse,0.0,30129.89223,57.3292,525.5592653,fprica_c + thf_c --> 10fthf_c + aicar_c
PROtex_reverse_num1,0.0,,,,pro__L_p --> pro__L_e
SBTtex_reverse_num1,0.0,,,,sbt__D_p --> sbt__D_e
PGM_reverse_num1,0.0,242966.3202,57.1128,4254.148285,3pg_c --> 2pg_c
TPI_reverse,0.0,132458.5014,53.9436,2455.499844,g3p_c --> dhap_c
RPI_reverse_num1,0.0,85593.19064,45.7208,1872.084273,ru5p__D_c --> r5p_c
PERD_reverse,0.0,29134.958939999997,82.7353,352.1466525,h_c + nadh_c + ohpb_c --> 4per_c + nad_c
AKGtex_reverse_num1,0.0,,,,akg_p --> akg_e
ALLTNtex_reverse_num1,0.0,,,,alltn_p --> alltn_e
ASNtex_reverse_num1,0.0,,,,asn__L_p --> asn__L_e
EX_o2_e_reverse,7.9248812402239315,,,, --> o2_e
ATHRDHr_reverse,0.0,28339.932010000004,108.9957,260.0096335,2aobut_c + h_c + nadph_c --> athr__L_c + nadp_c
LSERDHr_reverse,0.0,11184.7652,108.9957,102.61657290000001,2amsa_c + h_c + nadph_c --> nadp_c + ser__L_c
DSERDHr_reverse,0.0,17622.70624,108.9957,161.6825823,2amsa_c + h_c + nadph_c --> nadp_c + ser__D_c
TYMtex_reverse_num1,0.0,,,,tym_p --> tym_e
CMPtex_reverse_num1,0.0,,,,cmp_p --> cmp_e
DUMPtex_reverse_num1,0.0,,,,dump_p --> dump_e
XMPtex_reverse_num1,0.0,,,,xmp_p --> xmp_e
3PEPTtex_reverse_num1,0.0,,,,LalaDgluMdap_p --> LalaDgluMdap_e
ANHGMtex_reverse_num1,0.0,,,,anhgm_p --> anhgm_e
UDPKAAT_reverse,0.0,44134.30026,41.6498,1059.652153,akg_c + udpLa4n_c --> glu__L_c + udpLa4o_c
FALDtex_reverse_num1,0.0,,,,fald_p --> fald_e
MLTP1_reverse,0.0,78285.20605,181.0448,432.40792360000006,g1p_c + maltttr_c --> maltpt_c + pi_c
CYSDtex_reverse_num1,0.0,,,,cys__D_p --> cys__D_e
G3PItex_reverse_num1,0.0,,,,g3pi_p --> g3pi_e
G3PGtex_reverse_num1,0.0,,,,g3pg_p --> g3pg_e
G3PEtex_reverse_num1,0.0,,,,g3pe_p --> g3pe_e
G3PCtex_reverse_num1,0.0,,,,g3pc_p --> g3pc_e
DAMPtex_reverse_num1,0.0,,,,damp_p --> damp_e
DCMPtex_reverse_num1,0.0,,,,dcmp_p --> dcmp_e
DGMPtex_reverse_num1,0.0,,,,dgmp_p --> dgmp_e
DTMPtex_reverse_num1,0.0,,,,dtmp_p --> dtmp_e
GMPtex_reverse_num1,0.0,,,,gmp_p --> gmp_e
IMPtex_reverse_num1,0.0,,,,imp_p --> imp_e
UMPtex_reverse_num1,0.0,,,,ump_p --> ump_e
G1Ptex_reverse_num1,0.0,,,,g1p_p --> g1p_e
SKMtex_reverse_num1,0.0,,,,skm_p --> skm_e
MNtex_reverse_num1,0.0,,,,mn2_p --> mn2_e
GAL1Ptex_reverse_num1,0.0,,,,gal1p_p --> gal1p_e
O2Stex_reverse_num1,0.0,,,,o2s_p --> o2s_e
HOMtex_reverse_num1,0.0,,,,hom__L_p --> hom__L_e
SO2tex_reverse_num1,0.0,,,,so2_p --> so2_e
SO2tpp_reverse,0.0,,,,so2_c --> so2_p
ACSERtex_reverse_num1,0.0,,,,acser_p --> acser_e
IPDDI_reverse,0.0,55097.27431,20.5083,2686.584179,dmpp_c --> ipdp_c
DURADx_reverse,0.0,14611.841519999998,178.7966,81.72326275,h_c + nadh_c + ura_c --> 56dura_c + nad_c
ECOAH7_reverse_num1,0.0,25171.19057,77.0722,326.5923455,h2o_c + hdd2coa_c --> 3hhdcoa_c
LDH_D_reverse,0.0,11290.79911,146.1392,77.26057834,h_c + nadh_c + pyr_c --> lac__D_c + nad_c
ALAALAtex_reverse_num1,0.0,,,,alaala_p --> alaala_e
T2DECAI_reverse,0.0,17543.29767,37.9381,462.41898430000003,cdec3eACP_c --> tdec2eACP_c
MALtex_reverse_num1,0.0,,,,mal__L_p --> mal__L_e
NO3tex_reverse_num1,0.0,,,,no3_p --> no3_e
HEXt2rpp_reverse,0.0,,,,h_c + hxa_c --> h_p + hxa_p
CLPNS180pp_reverse_num1,0.0,9824.361941,54.8223,179.2037536,clpn180_p + glyc_p --> 2.0 pg180_p
CLPNS181pp_reverse_num1,0.0,10525.550870000001,54.8223,191.9939672,clpn181_p + glyc_p --> 2.0 pg181_p
CLPNS120pp_reverse_num1,0.0,17185.48773,47.6335,360.7857439,clpn120_p + glyc_p --> 2.0 pg120_p
CLPNS160pp_reverse_num1,0.0,19150.79185,47.6335,402.0446083,clpn160_p + glyc_p --> 2.0 pg160_p
CLPNS161pp_reverse_num1,0.0,13654.34394,54.8223,249.0655069,clpn161_p + glyc_p --> 2.0 pg161_p
HPYRI_reverse,0.0,10252.32424,58.7549,174.49309319999998,2h3oppan_c --> hpyr_c
GSNtex_reverse_num1,0.0,,,,gsn_p --> gsn_e
FORtex_reverse_num1,0.0,,,,for_p --> for_e
D_LACt2pp_reverse_num1,0.0,,,,h_c + lac__D_c --> h_p + lac__D_p
RIBtex_reverse_num1,0.0,,,,rib__D_p --> rib__D_e
THMtex_reverse_num1,0.0,,,,thm_p --> thm_e
XYLUtex_reverse_num1,0.0,,,,xylu__L_p --> xylu__L_e
ALLtex_reverse_num1,0.0,,,,all__D_p --> all__D_e
34dhpactex_reverse_num1,0.0,,,,34dhpac_p --> 34dhpac_e
12PPDStpp_reverse,0.0,,,,12ppd__S_c --> 12ppd__S_p
EX_cl_e_reverse,0.0005205,,,, --> cl_e
H2tpp_reverse,0.0,,,,h2_c --> h2_p
23DAPPAtex_reverse_num1,0.0,,,,23dappa_p --> 23dappa_e
PHEt2rpp_reverse_num1,0.0,,,,h_c + phe__L_c --> h_p + phe__L_p
GUI2_reverse,0.0,1106757.021,53.9872,20500.35973,tagur_c --> galur_c
GLCtex_copy2_reverse_num1,0.0,,,,glc__D_p --> glc__D_e
12PPDRtpp_reverse,0.0,,,,12ppd__R_c --> 12ppd__R_p
3OAR120_reverse,0.0,168004.9209,102.2412,1643.221332,3hddecACP_c + nadp_c --> 3oddecACP_c + h_c + nadph_c
PPALtex_reverse_num1,0.0,,,,ppal_p --> ppal_e
CA2tex_reverse_num1,0.0,,,,ca2_p --> ca2_e
CUtex_reverse_num1,0.0,,,,cu_p --> cu_e
12PPDRtex_reverse_num1,0.0,,,,12ppd__R_p --> 12ppd__R_e
F6Ptex_reverse_num1,0.0,,,,f6p_p --> f6p_e
GAMAN6Ptex_reverse_num1,0.0,,,,gam6p_p --> gam6p_e
ACONIs_reverse,0.0,,,,acon_C_c --> acon_T_c
ACONTb_reverse_num1,0.0,58615.67725,186.9962,313.4591893,icit_c --> acon_C_c + h2o_c
PPALtpp_reverse,0.0,,,,ppal_p --> ppal_c
PROGLYtex_reverse_num1,0.0,,,,progly_p --> progly_e
MICITDr_reverse,0.0,42684.56006,186.9962,228.264318,micit_c --> 2mcacn_c + h2o_c
ACONTa_reverse_num1,0.0,34269.90152,186.9962,183.2652296,acon_C_c + h2o_c --> cit_c
3OAR140_reverse,0.0,10447.04323,102.2412,102.18036590000001,3hmrsACP_c + nadp_c --> 3omrsACP_c + h_c + nadph_c
3OAR160_reverse,0.0,15760.16442,102.2412,154.14690380000002,3hpalmACP_c + nadp_c --> 3opalmACP_c + h_c + nadph_c
CLPNS140pp_reverse_num1,0.0,25952.24174,54.8223,473.38841569999994,clpn140_p + glyc_p --> 2.0 pg140_p
CLPNS141pp_reverse_num1,0.0,18706.27168,54.8223,341.21646989999994,clpn141_p + glyc_p --> 2.0 pg141_p
CGLYtex_reverse_num1,0.0,,,,cgly_p --> cgly_e
3OAR60_reverse,0.0,16171.498430000001,102.2412,158.1700765,3hhexACP_c + nadp_c --> 3ohexACP_c + h_c + nadph_c
3OAR80_reverse,0.0,41062.493480000005,102.2412,401.6237435,3hoctACP_c + nadp_c --> 3ooctACP_c + h_c + nadph_c
GTHOXtex_reverse_num1,0.0,,,,gthox_p --> gthox_e
3OAR40_reverse,0.0,15479.59285,102.2412,151.4026914,3haACP_c + nadp_c --> actACP_c + h_c + nadph_c
3OAR100_reverse,0.0,21350.28,102.2412,208.8226664,3hdecACP_c + nadp_c --> 3odecACP_c + h_c + nadph_c
3OAR180_reverse,0.0,11764.099559999999,102.2412,115.06222109999999,3hoctaACP_c + nadp_c --> 3ooctdACP_c + h_c + nadph_c
GTHRDtex_reverse_num1,0.0,,,,gthrd_p --> gthrd_e
EX_tungs_e_reverse,0.0,,,, --> tungs_e
FRULYSE_reverse,0.0,26511.74296,249.3506,106.32315690000001,frulys_c --> psclys_c
TUNGStex_reverse_num1,0.0,,,,tungs_p --> tungs_e
CAt6pp_reverse,0.0005205,,,,ca2_p + na1_c --> ca2_c + na1_p
5DGLCNt2rpp_reverse,0.0,,,,5dglcn_c + h_c --> 5dglcn_p + h_p
GALCTNLtex_reverse_num1,0.0,,,,galctn__L_p --> galctn__L_e
MALDtex_reverse_num1,0.0,,,,mal__D_p --> mal__D_e
OROTtex_reverse_num1,0.0,,,,orot_p --> orot_e
5DGLCNtex_reverse_num1,0.0,,,,5dglcn_p --> 5dglcn_e
PPAtex_reverse_num1,0.0,,,,ppa_p --> ppa_e
PSCLYStex_reverse_num1,0.0,,,,psclys_p --> psclys_e
THYMtex_reverse_num1,0.0,,,,thym_p --> thym_e
MG2t3_2pp_reverse,0.0,,,,2.0 h_p + mg2_c --> 2.0 h_c + mg2_p
POR5_reverse_num1,0.0,52980.56892,148.5614,356.6240552,accoa_c + co2_c + 2.0 flxr_c + h_c --> coa_c + 2.0 flxso_c + pyr_c
HACD8_reverse_num1,0.0,23805.65727,159.1878,149.5444831,3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c
CTECOAI8_reverse,0.0,51918.91394,159.1878,326.1488251,od2coa_c --> odecoa_c
CTECOAI6_reverse,0.0,29128.12964,159.1878,182.9796608,td2coa_c --> tdecoa_c
EX_slnt_e_reverse,0.0,,,, --> slnt_e
RFAMPtex_reverse,0.0,,,,rfamp_p --> rfamp_e
MINCYCtex_reverse_num1,0.0,,,,mincyc_p --> mincyc_e
DOXRBCNtex_reverse_num1,0.0,,,,doxrbcn_p --> doxrbcn_e
ETOHtrpp_reverse,0.0,,,,etoh_c --> etoh_p
REPHACCOAI_reverse,0.0,10703.34754,28.4046,376.81740069999995,2oxpaccoa_c --> rephaccoa_c
DHNPTE_reverse,0.0,10065.04768,108.9562,92.37700727,dhmpt_c --> dhnpt_c
CMtex_reverse_num1,0.0,,,,cm_p --> cm_e
LALALGLUtex_reverse_num1,0.0,,,,LalaLglu_p --> LalaLglu_e
5MTRtex_reverse_num1,0.0,,,,5mtr_p --> 5mtr_e
LALADGLUtex_reverse_num1,0.0,,,,LalaDglu_p --> LalaDglu_e
3HPPtex_reverse_num1,0.0,,,,3hpp_p --> 3hpp_e
FUSAtex_reverse_num1,0.0,,,,fusa_p --> fusa_e
NOVBCNtex_reverse,0.0,,,,novbcn_p --> novbcn_e
QUIN2tex_reverse_num1,0.0,,,,quin_p --> quin_e
FORCT_reverse,0.0,129064.0685,91.6564,1408.129367,for_c + oxalcoa_c --> forcoa_c + oxa_c
HADPCOADH3_reverse,0.0,18258.39275,51.7326,352.93785249999996,h_c + nadh_c + oxadpcoa_c --> 3hadpcoa_c + nad_c
CTECOAI7_reverse,0.0,198000.0,159.1878,1243.8139099999999,hdd2coa_c --> hdcoa_c
MEOHtrpp_reverse,2e-07,,,,meoh_c --> meoh_p
SELtex_reverse_num1,0.0,,,,sel_p --> sel_e
MEOHtex_reverse_num1,2e-07,,,,meoh_p --> meoh_e
TTRCYCtex_reverse_num1,0.0,,,,ttrcyc_p --> ttrcyc_e
DHACOAH_reverse,0.0,12132.60569,27.2374,445.43920089999995,3hadpcoa_c --> 23dhacoa_c + h2o_c
SLNTtex_reverse_num1,0.0,,,,slnt_p --> slnt_e
ALDD19xr_reverse,0.0,9300.75871,214.7965,43.300327100000004,2.0 h_c + nadh_c + pac_c --> h2o_c + nad_c + pacald_c
VPAMTr_reverse,0.0,10207.799,46.7112,218.53000989999998,pyr_c + val__L_c --> 3mob_c + ala__L_c
CH4tex_reverse,0.0,,,,ch4_p --> ch4_e
TARTRDtex_reverse_num1,0.0,,,,tartr__D_p --> tartr__D_e
BTNtex_reverse_num1,0.0,,,,btn_p --> btn_e
DMSOtpp_reverse,0.0,,,,dmso_c --> dmso_p
PYDXtex_reverse_num1,0.0,,,,pydx_p --> pydx_e
SUCASPtpp_reverse_num1,0.0,,,,asp__L_c + succ_p --> asp__L_p + succ_c
SUCMALtpp_reverse_num1,0.0,,,,mal__L_c + succ_p --> mal__L_p + succ_c
PYDXNtex_reverse_num1,0.0,,,,pydxn_p --> pydxn_e
PYDAMtex_reverse_num1,0.0,,,,pydam_p --> pydam_e
13PPDH2_reverse,0.0,10451.444790000001,84.194,124.13526840000002,13ppd_c + nadp_c --> 3hppnl_c + h_c + nadph_c
SUCTARTtpp_reverse,0.0,,,,succ_p + tartr__D_c --> succ_c + tartr__D_p
CHTBStex_reverse_num1,0.0,,,,chtbs_p --> chtbs_e
GHBDHx_reverse,0.0,135145.7337,124.6326,1084.353,ghb_c + nad_c --> h_c + nadh_c + sucsal_c
APPLDHr_reverse,0.0,20318.82558,309.6976,65.60859878,appl_c + nad_c --> aact_c + h_c + nadh_c
DHNPA2r_reverse,0.0,11082.16412,108.9562,101.71210190000001,6hmhpt_c + gcald_c --> dhnpt_c
QUIN2tpp_reverse,0.0,,,,quin_c --> quin_p
CRNDtex_reverse_num1,0.0,,,,crn__D_p --> crn__D_e
NADHXE_reverse,0.0,13156.18454,54.6503,240.73398569999998,nadhx__R_c --> nadhx__S_c
NADPHXE_reverse,0.0,922865.2178,54.6503,16886.73654,nadphx__S_c --> nadphx__R_c
DXYLONtpp_reverse,0.0,,,,dxylnt_c --> dxylnt_p
2DDARAA_reverse_num1,0.0,9688.408474,32.7217,296.08512010000004,gcald_c + pyr_c --> 2ddara_c
DXYLONtex_reverse_num1,0.0,,,,dxylnt_p --> dxylnt_e
PSURItex_reverse_num1,0.0,,,,psuri_p --> psuri_e
DHPStex_reverse,0.0,,,,dhps_p --> dhps_e
FMNtex_reverse_num1,0.0,,,,fmn_e --> fmn_p
CLBtex_reverse_num1,0.0,,,,cellb_p --> cellb_e
ACOXT_reverse,0.0,10077.21241,83.3415,120.9146993,ac_c + oxalcoa_c --> accoa_c + oxa_c
4ABZGLUH_reverse,0.0,31226.50825,197.5637,158.05792380000003,4abz_c + glu__L_c --> 4abzglu_c + h2o_c
4ABZGLUtr_reverse,0.0,,,,4abzglu_c + h_c --> 4abzglu_p + h_p
5DKGR_reverse_num1,0.0,23521.17739,27.07,868.9020092000001,5dglcn_c + h_c + nadh_c --> glcn_c + nad_c
GLYtpp_reverse,0.0,,,,gly_p --> gly_c
FADtex_reverse_num1,0.0,,,,fad_e --> fad_p
LKDRA_reverse,0.0,9819.411113,173.4961,56.59730169,lald__L_c + pyr_c --> lkdr_c
METNA_reverse,0.0,27085.975430000002,38.4954,703.6158977000001,acmet_c + coa_c + h_c --> accoa_c + met__L_c
2DGLCtex_reverse_num1,0.0,,,,2dglc_p --> 2dglc_e
PUACGAMS_reverse,0.0,82566.7816,66.8476,1235.149528,uacgam_c --> puacgam_c + udp_c
SQtex_reverse,0.0,,,,sq_p --> sq_e
URATEtex_reverse_num1,0.0,,,,urate_p --> urate_e
ARHGDx_reverse,0.0,9808.834359999999,176.7031,55.51025624,akg_c + h_c + nadh_c --> nad_c + r2hglut_c
Ftex_reverse_num1,0.0,,,,f_e --> f_p
CYSItex_reverse_num1,0.0,,,,cysi__L_p --> cysi__L_e
CS1tex_reverse_num1,0.0,,,,cs1_p --> cs1_e
MEPNtex_reverse_num1,0.0,,,,mepn_p --> mepn_e
UDPGPT_reverse,0.0,46403.30621,52.4085,885.4156522,udcpgl_c + ump_c --> udcpp_c + udpg_c
4ABZGLUtex_reverse_num1,0.0,,,,4abzglu_p --> 4abzglu_e
4HTHRA_reverse,2.23e-05,16492.0015,145.9788,112.975319,gcald_c + gly_c --> 4hthr_c
METGLCURtex_reverse_num1,0.0,,,,metglcur_p --> metglcur_e
AI2tex_reverse_num1,0.0,,,,mththf_p --> mththf_e
ASPtpp_reverse,0.0,,,,asp__L_c --> asp__L_p
FUMt1pp_reverse,0.07104690000001418,,,,fum_c --> fum_p
SUCCt1pp_reverse,0.03306969999999999,,,,succ_c --> succ_p
phpyr_c2e_reverse,0.0,,,,phpyr_e --> phpyr_c
EX_Tyrosol_e_reverse,12.240766247238092,,,, --> Tyrosol_e
Tyrosol_c2e_reverse,12.240766247238092,,,,Tyrosol_e --> Tyrosol_c
Salid_c2e_reverse,0.0,,,,Salid_e --> Salid_c
ALATA_D2_num2,0.0,9300.506998,145.9788,63.71135396,ala__D_c + pydx5p_c --> pyam5p_c + pyr_c
G3PD5_num2,0.0,60326.17992,113.5011,531.5030419999999,glyc3p_c + q8_c --> dhap_c + q8h2_c
LEUTAi_num2,0.045053100000000006,54098.622610000006,87.0756,621.2833746,4mop_c + glu__L_c --> akg_c + leu__L_c
ALATA_L2_num2,0.0,22488.04715,90.6332,248.12151780000002,ala__L_c + pydx5p_c --> pyam5p_c + pyr_c
ACP1_FMN_num2,0.0,23467.23572,27.1218,865.2536233,fmn_c + h2o_c --> pi_c + ribflv_c
ACP1_FMN_num3,0.0,23467.23572,30.1962,777.1585736000001,fmn_c + h2o_c --> pi_c + ribflv_c
HCO3E_num2,0.2861136000000069,32760.0,47.5285,689.2706481,co2_c + h2o_c --> h_c + hco3_c
ECOAH4_num2,0.0,41618.871830000004,159.1878,261.4451097,3hdcoa_c --> dc2coa_c + h2o_c
HXPRT_num2,0.0,17665.84585,80.461,219.55787090000004,hxan_c + prpp_c --> imp_c + ppi_c
NDPK5_num2,0.0,9864.913493,61.8538,159.48758999999998,atp_c + dgdp_c --> adp_c + dgtp_c
ACALD_num2,0.0,347838.2822,3845.0896,90.46298484,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c
PPA_num2,12.579724647238102,303342.6722,26.9004,11276.51158,h2o_c + ppi_c --> h_c + 2.0 pi_c
PPA_num3,0.0,303342.6722,118.2214,2565.886313,h2o_c + ppi_c --> h_c + 2.0 pi_c
ALAR_num2,0.0,113967.7232,78.3059,1455.41681,ala__L_c --> ala__D_c
ALATA_L_num2,0.0,63159.7104,92.4324,683.3070482,akg_c + ala__L_c --> glu__L_c + pyr_c
XYLK_num2,0.0,24801.49779,105.2365,235.6739134,atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c
ASPTA_num2,0.0,13921.649019999999,87.0756,159.880024,akg_c + asp__L_c --> glu__L_c + oaa_c
FBP_num2,0.0,274394.2568,147.3357,1862.3745420000002,fdp_c + h2o_c --> f6p_c + pi_c
FBP_num3,0.0,274394.2568,71.7046,3826.7315740000004,fdp_c + h2o_c --> f6p_c + pi_c
FBP_num4,0.0,274394.2568,29.7211,9232.304887999999,fdp_c + h2o_c --> f6p_c + pi_c
PYK_num2,0.0,427444.7782,202.9177,2106.493313,adp_c + h_c + pep_c --> atp_c + pyr_c
A5PISO_num2,0.003891200000000001,55549.167120000006,136.1257,408.0725911,ru5p__D_c --> ara5p_c
ACHBS_num2,0.0,67064.87156,161.9222,414.1795971,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c
ACLS_num2,0.08743669999999998,241177.3205,143.0927,1685.4620850000001,h_c + 2.0 pyr_c --> alac__S_c + co2_c
CHORM_num2,0.1185265,123098.1309,84.085,1463.972539,chor_c --> pphn_c
ECOAH6_num2,0.0,36593.980489999994,159.1878,229.8793029,3htdcoa_c --> h2o_c + td2coa_c
FBA_num2,0.0,37445.931789999995,381.0919,98.2595846,fdp_c --> dhap_c + g3p_c
TALA_num2,0.12430000000045262,49937.71597,35.6588,1400.431758,g3p_c + s7p_c --> e4p_c + f6p_c
TKT1_num2,0.12430000000045262,182904.1236,73.0427,2504.07123,r5p_c + xu5p__D_c --> g3p_c + s7p_c
ALCD2x_num2,0.0,65388.1289,141.5183,462.04716210000004,etoh_c + nad_c --> acald_c + h_c + nadh_c
ALDD2y_num2,0.0,22093.1682,84.194,262.4078699,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c
ALDD2y_num3,0.0,22093.1682,225.2254,98.09359069,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c
ALDD2y_num4,0.0,22093.1682,31.488000000000003,701.6377096,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c
ALDD2y_num5,0.0,22093.1682,36.5018,605.2624308999999,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c
NADDP_num2,0.0,10638.00544,73.6061,144.526139,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c
NMNAT_num2,0.0,9306.715666,24.528000000000002,379.4323086,atp_c + h_c + nmn_c --> nad_c + ppi_c
HMPK1_num2,0.0,15927.764809999999,61.6948,258.1702965,4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c
NDPK6_num2,0.0,9855.575546,61.8538,159.3366219,atp_c + dudp_c --> adp_c + dutp_c
NDPK8_num2,0.0,15171.87038,61.8538,245.285987,atp_c + dadp_c --> adp_c + datp_c
DURIPP_num2,0.0,31920.232389999997,155.6995,205.01178480000002,duri_c + pi_c --> 2dr1p_c + ura_c
CYSDS_num2,0.0,13182.37802,211.0938,62.44796399,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c
NDP3_num2,0.0,34101.47047,35.3527,964.6072427000001,gdp_c + h2o_c --> gmp_c + h_c + pi_c
PMDPHT_num2,4.460000000000001e-05,9471.620437,27.1218,349.2253625,5aprbu_c + h2o_c --> 4r5au_c + pi_c
G1PP_num2,0.0,9921.660322,23.0075,431.2359153,g1p_c + h2o_c --> glc__D_c + pi_c
G1PP_num3,0.0,9921.660322,29.7211,333.82547489999996,g1p_c + h2o_c --> glc__D_c + pi_c
PFL_num2,0.0,66265.40938,198.9187,333.128104,coa_c + pyr_c --> accoa_c + for_c
PFL_num3,0.01088630000000244,66265.40938,114.1398,580.5635666000001,coa_c + pyr_c --> accoa_c + for_c
PFL_num4,0.0,66265.40938,213.2029,310.80913710000004,coa_c + pyr_c --> accoa_c + for_c
PTAr_num2,0.0,547821.7643,72.1335,7594.554045999999,accoa_c + pi_c --> actp_c + coa_c
ACKr_num2,0.0,168823.2518,43.2904,3899.784982,ac_c + atp_c --> actp_c + adp_c
ACKr_num3,0.0,168823.2518,43.3841,3891.362315,ac_c + atp_c --> actp_c + adp_c
NTPP1_num2,0.0,29218.073669999998,60.8246,480.3660636,dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c
NTPP2_num2,0.0,10172.32877,60.8246,167.2403726,gtp_c + h2o_c --> gmp_c + h_c + ppi_c
IPMD_num2,0.045053100000000006,17640.0,40.3149,437.5553455,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c
PUNP5_num2,0.0,18776.87584,155.6995,120.5968923,ins_c + pi_c --> hxan_c + r1p_c
PUNP6_num2,0.0,19606.602909999998,179.0077,109.52938290000002,din_c + pi_c --> 2dr1p_c + hxan_c
RNDR1_num2,0.0,9882.905270000001,270.3917,36.5503278,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c
RNDR3_num2,0.0,12566.47479,274.1399,45.83964169,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c
RNDR4_num2,0.0,10859.48639,274.1399,39.61293628,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c
PUNP3_num2,0.0,16041.29791,155.6995,103.02729240000001,gsn_c + pi_c --> gua_c + r1p_c
NADH9_num2,0.0,10293.426459999999,47.3587,217.35027480000002,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c
NADH9_num3,0.0,10293.426459999999,83.3822,123.44872720000001,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c
NADH9_num4,0.0,10293.426459999999,40.7511,252.5926039,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c
NADH10_num2,0.0,21675.04155,47.3587,457.6781362,h_c + mqn8_c + nadh_c --> mql8_c + nad_c
NADH10_num3,0.0,21675.04155,40.7511,531.8885024,h_c + mqn8_c + nadh_c --> mql8_c + nad_c
NADH10_num4,0.0,21675.04155,83.3822,259.9480651,h_c + mqn8_c + nadh_c --> mql8_c + nad_c
FUM_num2,0.0,104334.9147,120.5972,865.1520491,fum_c + h2o_c --> mal__L_c
FUM_num3,0.0,104334.9147,201.9555,516.6232893,fum_c + h2o_c --> mal__L_c
GLCP_num2,0.0,26911.79951,181.0448,148.647183,glycogen_c + pi_c --> g1p_c
HACD5_num2,0.0,40209.19967,77.0722,521.7082121999999,3oddcoa_c + h_c + nadh_c --> 3hddcoa_c + nad_c
