,fluxes,kcat,MW,kcat_MW,enz,equ
FMNRx2_num3,0,17654.45437,530.1587,33.30032002,0,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c
ACPS1_num2,0,21613.67893,21.7678,992.9197682,0,apoACP_c + coa_c --> ACP_c + h_c + pap_c
UMPK_num2,0,42025.02012,155.8216,269.6995803,0,atp_c + ump_c --> adp_c + udp_c
NTD1_num2,0,18381.74158,26.9004,683.3259572,0,dump_c + h2o_c --> duri_c + pi_c
NTD1_num3,0,18381.74158,25.3006,726.5338205,0,dump_c + h2o_c --> duri_c + pi_c
NTD1_num4,0,18381.74158,20.2554,907.4983254,0,dump_c + h2o_c --> duri_c + pi_c
NTD7_num2,0,9716.829343,26.9004,361.2150504,0,amp_c + h2o_c --> adn_c + pi_c
NTD7_num3,0,9716.829343,20.2554,479.7155002,0,amp_c + h2o_c --> adn_c + pi_c
NTD7_num4,0,9716.829343,27.1631,357.7216644,0,amp_c + h2o_c --> adn_c + pi_c
GLYCLTDx_num2,0,20514.68636,35.3434,580.4389606,0,glx_c + h_c + nadh_c --> glyclt_c + nad_c
HPYRRy_num2,0,9598.25048,70.791,135.5857451,0,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c
ASNN_num2,0,12284.90508,33.394,367.8776151,0,asn__L_c + h2o_c --> asp__L_c + nh4_c
ASNS2_num2,0,68400,125.318,545.8114557,0,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c
SDPTA_num2,0,17299.46712,44.7291,386.7609033,0,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
SDPTA_num3,0,17299.46712,87.5339,197.6316275,0,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
SDPTA_num4,0,17299.46712,87.3307,198.0914744,0,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
SDPTA_num5,0,17299.46712,79.5666,217.4212185,0,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
DDPA_num2,0,140719.9588,77.6079,1813.216938,0,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
MALS_num2,0,84473.14158,80.4885,1049.505725,0,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
ADPRDP_num2,0,13031.08768,47.3336,275.3031183,0,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
FCLPA_num2,0,24648.80337,95.1013,259.1847154,0,fc1p_c --> dhap_c + lald__L_c
ACCOAL_num2,0,16156.30072,69.3509,232.9645429,0,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c
HPYRRx_num2,0,16797.03153,70.791,237.2763703,0,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c
CYSS_num2,0,47534.80306,68.9793,689.1169244,0,acser_c + h2s_c --> ac_c + cys__L_c + h_c
ASPK_num2,0,631361.1827,356.481,1771.093502,0,asp__L_c + atp_c --> 4pasp_c + adp_c
CYTDH_num2,0,23757.87457,134.992,175.9946854,0,cytd_c + h2o_c --> csn_c + rib__D_c
CYTDH_num3,0,23757.87457,32.5608,729.646525,0,cytd_c + h2o_c --> csn_c + rib__D_c
SPODM_num2,0,43146.08622,42.5316,1014.447757,0,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c
NTPP4_num2,0,9555.079144,60.8246,157.0923466,0,ctp_c + h2o_c --> cmp_c + h_c + ppi_c
NTPP3_num2,0,50618.48846,16.3707,3092.017352,0,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c
NTPP3_num3,0,50618.48846,15.0461,3364.226508,0,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c
NTPP6_num2,0,10261.67914,65.6516,156.3050884,0,atp_c + h2o_c --> amp_c + h_c + ppi_c
NTPP7_num2,0,9517.851461,60.8246,156.4802968,0,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c
NTPP7_num3,0,9517.851461,43.0309,221.1864372,0,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c
NTPP8_num2,0,9521.20381,43.0309,221.2643428,0,h2o_c + utp_c --> h_c + ppi_c + ump_c
CYANST_num2,0,331771.8227,24.1649,13729.49289,0,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
CYANST_num3,0,331771.8227,30.8118,10767.68714,0,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
GLUN_num2,0,43731.73602,67.0312,652.4086697,0,gln__L_c + h2o_c --> glu__L_c + nh4_c
PHETA1_num2,0,163144.9555,87.0756,1873.601279,0,akg_c + phe__L_c --> glu__L_c + phpyr_c
PHETA1_num3,0,163144.9555,204.5619,797.5334385,0,akg_c + phe__L_c --> glu__L_c + phpyr_c
ACOTA_num2,0,17996.38411,87.3307,206.0716805,0,acorn_c + akg_c --> acg5sa_c + glu__L_c
ACOTA_num3,0,17996.38411,87.5339,205.5933085,0,acorn_c + akg_c --> acg5sa_c + glu__L_c
ACOTA_num4,0,17996.38411,44.7291,402.3417442,0,acorn_c + akg_c --> acg5sa_c + glu__L_c
NTP3_num2,0,24885.86102,36.7039,678.0168053,0,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num3,0,24885.86102,35.6597,697.8707342,0,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num4,0,24885.86102,39.1933,634.9519183,0,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num5,0,24885.86102,31.565,788.4004758,0,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num6,0,24885.86102,36.1132,689.1070584,0,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num7,0,24885.86102,48.3271,514.9462935,0,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NADH5_num2,0,19111.97638,47.3587,403.557876,0,h_c + nadh_c + q8_c --> nad_c + q8h2_c
NADH5_num3,0,19111.97638,40.34,473.7723446,0,h_c + nadh_c + q8_c --> nad_c + q8h2_c
NADH5_num4,0,19111.97638,83.3822,229.2093082,0,h_c + nadh_c + q8_c --> nad_c + q8h2_c
GLCRD_num2,0,16806.78677,49.141,342.0114928,0,glcr_c --> 5dh4dglc_c + h2o_c
CHRPL_num2,0,828,59.4301,13.93233395,0,chor_c --> 4hbz_c + pyr_c
GLUDC_num2,0,63196.41049,316.0088,199.9830716,0,glu__L_c + h_c --> 4abut_c + co2_c
HSDy_num2,0,70415.01259,356.481,197.5280943,0,hom__L_c + nadp_c --> aspsa_c + h_c + nadph_c
SSALy_num2,0,30829.92795,206.8803,149.0230242,0,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c
FACOAL160t2pp_num2,0,20734.33515,124.664,166.3217541,0,atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c
FACOAL180t2pp_num2,0,19696.91639,124.664,158.0000352,0,atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c
NO3R2pp_num2,0,1547926.092,474.5552,3261.846234,0,2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_p + mqn8_c + no2_c
TMAOR1pp_num2,0,26365.14013,129.2504,203.984979,0,h_p + mql8_c + tmao_p --> h2o_p + mqn8_c + tma_p
TMAOR2pp_num2,0,18727.86361,129.2504,144.8959818,0,2dmmql8_c + h_p + tmao_p --> 2dmmq8_c + h2o_p + tma_p
ACACT7r_num2,0,36389.7463,81.7524,445.1214435,0,accoa_c + tdcoa_c <-- 3ohdcoa_c + coa_c
ACACT2r_num2,0,45028.02067,81.7524,550.7853062,0,accoa_c + btcoa_c --> 3ohcoa_c + coa_c
ACACT3r_num2,0,35394.18648,81.7524,432.9436993,0,accoa_c + hxcoa_c <-- 3oocoa_c + coa_c
ACACT4r_num2,0,41966.54604,81.7524,513.3371747,0,accoa_c + occoa_c <-- 3odcoa_c + coa_c
TKT2_num2,0,324065.5255,73.0427,4436.658633,0,e4p_c + xu5p__D_c --> f6p_c + g3p_c
NTD8pp_num2,0,15863.73439,60.824,260.8137313,0,dgmp_p + h2o_p --> dgsn_p + pi_p
CYTBDpp_num2,0,49127.83924,104.6999,469.2252738,0,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c
ECOAH8_num2,0,18863.03522,159.1878,118.4954828,0,3hodcoa_c --> h2o_c + od2coa_c
GLCDpp_num2,0,43571.8008,41.0545,1061.316075,0,glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c
HYD2pp_num2,0,7210616.458,181.7482,39673.66091,0,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c
ECOAH5_num2,0,45024.42384,159.1878,282.8384075,0,3hddcoa_c --> dd2coa_c + h2o_c
TRSARr_num2,0,53910.27997,30.4274,1771.767551,0,2h3oppan_c + h_c + nadh_c --> glyc__R_c + nad_c
URIH_num2,0,12358.14336,134.992,91.54722769,0,h2o_c + uri_c --> rib__D_c + ura_c
URIH_num3,0,12358.14336,32.5608,379.5405322,0,h2o_c + uri_c --> rib__D_c + ura_c
ACACT5r_num2,0,48979.49998,46.5305,1052.632144,0,accoa_c + dcacoa_c <-- 3oddcoa_c + coa_c
L_LACD3_num2,0,61053.04188,42.7282,1428.869971,0,lac__L_c + mqn8_c --> mql8_c + pyr_c
L_LACD2_num2,0,93550.12704,42.7282,2189.423543,0,lac__L_c + q8_c --> pyr_c + q8h2_c
ACACT6r_num2,0,40632.79266,81.7524,497.0226276,0,accoa_c + ddcacoa_c <-- 3otdcoa_c + coa_c
UDCPDPpp_num2,0,22302.93351,29.0213,768.5022211,0,h2o_p + udcpdp_p --> h_p + pi_p + udcpp_p
UDCPDPpp_num3,0,22302.93351,22.3986,995.7289076,0,h2o_p + udcpdp_p --> h_p + pi_p + udcpp_p
METSOXR1_num2,0,9516.09821,38.8698,244.8198398,0,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR1_num3,0,9516.09821,35.1216,270.9471724,0,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR1_num4,0,9516.09821,97.6573,97.44379795,0,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2_num2,0,9462.184355,31.006,305.1726877,0,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2_num3,0,9462.184355,27.2578,347.1367592,0,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2_num4,0,9462.184355,51.798,182.6747047,0,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
AMPTASECG_num2,0,81038.05956,98.9189,819.2373708,0,cgly_c + h2o_c --> cys__L_c + gly_c
AMPTASECG_num3,0,81038.05956,329.2789,246.10766,0,cgly_c + h2o_c --> cys__L_c + gly_c
AMPTASECG_num4,0,81038.05956,105.8308,765.7322779,0,cgly_c + h2o_c --> cys__L_c + gly_c
FLVR_num2,0,11168.07223,786.1512,14.20601054,0,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c
AGM4PApp_num2,0,24410.50695,45.6344,534.9146028,0,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
AGM4PApp_num3,0,24410.50695,47.9852,508.7090801,0,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
AGM4PApp_num4,0,24410.50695,31.0724,785.6009497,0,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
RNDR3b_num2,0,19613.29221,243.5294,80.53767722,0,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c
RNDR3b_num3,0,19613.29221,242.982,80.71911586,0,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c
RNDR3b_num4,0,19613.29221,259.602,75.55139101,0,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c
RNDR4b_num2,0,173713.9787,243.5294,713.3183045,0,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c
RNDR4b_num4,0,173713.9787,258.1947,672.802264,0,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c
FEROpp_num2,0,9485.933332,443.8807,21.37045682,0,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p
3PEPTabcpp_num2,0,26082.63514,200.7513,129.925112,0,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c
3PEPTabcpp_num3,0,26082.63514,201.75,129.2819586,0,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c
4PEPTabcpp_num2,0,49599.60815,206.8469,239.7889848,0,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c
PTHRpp_num2,0,21548.48395,98.8772,217.9317775,0,h2o_p + thrp_p --> pi_p + thr__L_p
R5PPpp_num2,0,23570.47054,98.8772,238.3812501,0,h2o_p + r5p_p --> pi_p + rib__D_p
PSP_Lpp_num2,0,23226.39009,98.8772,234.9013735,0,h2o_p + pser__L_p --> pi_p + ser__L_p
PAPSR2_num2,0,25460.24801,65.0891,391.1599332,0,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
PAPSR2_num3,0,25460.24801,65.6365,387.8977095,0,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
PAPSR2_num4,0,25460.24801,81.7092,311.5958547,0,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
GRXR_num2,0,11950.26729,24.3502,490.7666997,0,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
GRXR_num4,0,11950.26729,9.6849,1233.907143,0,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
RNDR1b_num2,0,22837.66644,258.1947,88.45133707,0,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
RNDR1b_num3,0,22837.66644,242.982,93.98912858,0,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
RNDR1b_num4,0,22837.66644,259.602,87.97184321,0,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
RNDR2b_num2,0,27735.00971,243.5294,113.8877265,0,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
RNDR2b_num3,0,27735.00971,258.1947,107.4189738,0,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
RNDR2b_num4,0,27735.00971,242.982,114.1442976,0,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
FACOAL80t2pp_num2,0,17459.32014,60.7731,287.2869763,0,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c
MN6PP_num2,0,11553.01474,30.4128,379.8734329,0,h2o_c + man6p_c --> man_c + pi_c
MN6PP_num3,0,11553.01474,24.3302,474.8425718,0,h2o_c + man6p_c --> man_c + pi_c
MN6PP_num4,0,11553.01474,29.7077,388.8895721,0,h2o_c + man6p_c --> man_c + pi_c
F6PP_num2,0,18699.03043,29.7211,629.1500123,0,f6p_c + h2o_c --> fru_c + pi_c
F6PP_num3,0,18699.03043,30.4128,614.8408049,0,f6p_c + h2o_c --> fru_c + pi_c
F6PP_num4,0,18699.03043,20.7798,899.8657557,0,f6p_c + h2o_c --> fru_c + pi_c
F6PP_num5,0,18699.03043,29.7077,629.4337976,0,f6p_c + h2o_c --> fru_c + pi_c
FACOAL60t2pp_num2,0,24310.91002,60.7731,400.0274796,0,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c
GDPDPK_num2,0,40330.37894,79.3424,508.3080287,0,atp_c + gdp_c --> amp_c + h_c + ppgpp_c
NTD12_num2,0,9521.232462,26.9004,353.943899,0,dimp_c + h2o_c --> din_c + pi_c
NTD12_num3,0,9521.232462,45.4161,209.6444314,0,dimp_c + h2o_c --> din_c + pi_c
NTD12_num4,0,9521.232462,20.2554,470.0589701,0,dimp_c + h2o_c --> din_c + pi_c
NTD10pp_num2,0,16669.85067,60.824,274.0669912,0,h2o_p + xmp_p --> pi_p + xtsn_p
NTD1pp_num2,0,18062.0881,104.4142,172.9849781,0,dump_p + h2o_p --> duri_p + pi_p
NTD2pp_num2,0,28742.74164,104.4142,275.2761755,0,h2o_p + ump_p --> pi_p + uri_p
NTD2pp_num3,0,28742.74164,98.8772,290.6912983,0,h2o_p + ump_p --> pi_p + uri_p
NTD3pp_num2,0,17056.30725,104.4142,163.3523721,0,dcmp_p + h2o_p --> dcyt_p + pi_p
NTD4pp_num2,0,16503.42699,60.824,271.3308396,0,cmp_p + h2o_p --> cytd_p + pi_p
NTD4pp_num3,0,16503.42699,98.8772,166.9083165,0,cmp_p + h2o_p --> cytd_p + pi_p
NTD5pp_num2,0,18932.08788,60.824,311.2601585,0,dtmp_p + h2o_p --> pi_p + thymd_p
NTD6pp_num2,0,18118.8497,104.4142,173.5285976,0,damp_p + h2o_p --> dad_2_p + pi_p
NTD7pp_num2,0,16283.31909,60.824,267.7120724,0,amp_p + h2o_p --> adn_p + pi_p
NTD7pp_num3,0,16283.31909,98.8772,164.6822431,0,amp_p + h2o_p --> adn_p + pi_p
NTD9pp_num2,0,17969.26403,60.824,295.4304885,0,gmp_p + h2o_p --> gsn_p + pi_p
NTD9pp_num3,0,17969.26403,98.8772,181.73314,0,gmp_p + h2o_p --> gsn_p + pi_p
FACOAL100t2pp_num2,0,19405.05356,60.7731,319.3033359,0,atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c
FACOAL120t2pp_num2,0,19622.55997,124.664,157.4035806,0,atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c
FACOAL140t2pp_num2,0,15392.79644,124.664,123.4742704,0,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c
NTD12pp_num2,0,17007.54339,104.4142,162.8853488,0,dimp_p + h2o_p --> din_p + pi_p
PPA2_num2,0,9737.917049,26.9004,361.9989684,0,h2o_c + pppi_c --> h_c + pi_c + ppi_c
3NTD7pp_num2,0,55966.42332,98.8772,566.0195001,0,3amp_p + h2o_p --> adn_p + pi_p
3NTD4pp_num2,0,46917.55912,70.8322,662.3761385,0,3cmp_p + h2o_p --> cytd_p + pi_p
3NTD4pp_num3,0,46917.55912,98.8772,474.5033144,0,3cmp_p + h2o_p --> cytd_p + pi_p
3NTD2pp_num2,0,44836.48256,98.8772,453.4562322,0,3ump_p + h2o_p --> pi_p + uri_p
3NTD9pp_num2,0,39469.58003,98.8772,399.1777683,0,3gmp_p + h2o_p --> gsn_p + pi_p
GNK_num2,0,26754.97352,21.004,1273.803729,0,atp_c + glcn_c --> 6pgc_c + adp_c + h_c
FHL_num2,0,166094.0433,311.4924,533.2202112,0,for_c + h_c --> co2_c + h2_c
GLYCLTDy_num2,0,62636.42448,70.791,884.8077366,0,glx_c + h_c + nadph_c --> glyclt_c + nadp_c
LYSDC_num2,0,11370.9205,812.6012,13.99323617,0,h_c + lys__L_c --> 15dap_c + co2_c
NTPP5_num2,0,21294.56777,60.8246,350.09795,0,datp_c + h2o_c --> damp_c + h_c + ppi_c
NTD3_num2,0,11259.28806,26.9004,418.5546706,0,dcmp_c + h2o_c --> dcyt_c + pi_c
NTD3_num3,0,11259.28806,20.2554,555.8659943,0,dcmp_c + h2o_c --> dcyt_c + pi_c
RNDR2_num2,0,10997.84578,274.1399,40.11763986,0,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c
HACD3_num2,0,39593.4512,77.0722,513.71897,0,3oocoa_c + h_c + nadh_c --> 3hocoa_c + nad_c
THRA2_num2,0,17869.47753,145.9788,122.4114565,0,athr__L_c --> acald_c + gly_c
E4PD_num2,0,9322.452155,142.13,65.59102339,0,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c
DPR_num2,0,9584.979242,216.2761,44.3182545,0,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c
TYRTA_num2,0,69547.95976,87.0756,798.7077868,0,akg_c + tyr__L_c --> 34hpp_c + glu__L_c
TYRTA_num3,0,69547.95976,204.5619,339.9849129,0,akg_c + tyr__L_c --> 34hpp_c + glu__L_c
GUAPRT_num2,0,17179.19996,67.8824,253.0729609,0,gua_c + prpp_c --> gmp_c + ppi_c
HYD3pp_num2,0,29005.97007,181.7482,159.5942632,0,2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_p
NO3R1pp_num2,0,401469.1895,474.5552,845.990497,0,2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_p + no2_c + q8_c
NTD8_num2,0,9939.384184,26.9004,369.4883416,0,dgmp_c + h2o_c --> dgsn_c + pi_c
NTD8_num3,0,9939.384184,45.4161,218.8515567,0,dgmp_c + h2o_c --> dgsn_c + pi_c
NTD8_num4,0,9939.384184,20.2554,490.7029327,0,dgmp_c + h2o_c --> dgsn_c + pi_c
PUNP4_num2,0,15875.68535,155.6995,101.9636245,0,dgsn_c + pi_c --> 2dr1p_c + gua_c
NTD11pp_num2,0,16148.02293,104.4142,154.6535139,0,h2o_p + imp_p --> ins_p + pi_p
PDE1_num2,0,123619.6494,30.938,3995.72207,0,camp_c + h2o_c --> amp_c + h_c
ALAALAr_num2,0,17736.16695,65.6794,270.0415496,0,2.0 ala__D_c + atp_c --> adp_c + alaala_c + h_c + pi_c
ACACT1r_num2,0,64745.49694,161.4099,401.1246952,0,2.0 accoa_c --> aacoa_c + coa_c
ACACT1r_num3,0,64745.49694,81.7524,791.9705958,0,2.0 accoa_c --> aacoa_c + coa_c
G2PPpp_num2,0,26350.74038,98.8772,266.499662,0,glyc2p_p + h2o_p --> glyc_p + pi_p
AGM3PApp_num2,0,23614.90817,47.9852,492.1289933,0,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p
AGM3PApp_num3,0,23614.90817,31.4121,751.7774415,0,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p
AGM3PApp_num4,0,23614.90817,31.0724,759.9962723,0,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p
NTP1_num2,0,27027.32662,39.1933,689.5904815,0,atp_c + h2o_c --> adp_c + h_c + pi_c
PGM_num2,0,164087.7094,56.1939,2920.027074,0,2pg_c --> 3pg_c
RPI_num2,0,71002.38272,32.1466,2208.705826,0,r5p_c --> ru5p__D_c
OBTFL_num2,0,21920.42484,213.2029,102.8148531,0,2obut_c + coa_c --> for_c + ppcoa_c
OBTFL_num3,0,21920.42484,114.1398,192.0489158,0,2obut_c + coa_c --> for_c + ppcoa_c
G6PP_num2,0,9870.743437,30.4128,324.5588514,0,g6p_c + h2o_c --> glc__D_c + pi_c
G6PP_num3,0,9870.743437,23.0075,429.0228594,0,g6p_c + h2o_c --> glc__D_c + pi_c
ALR2_num2,0,10013.59023,31.1096,321.8810345,0,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c
ALR2_num3,0,10013.59023,29.4368,340.172513,0,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c
ALR2_num4,0,10013.59023,38.8322,257.8682184,0,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c
ALDD3y_num2,0,23752.9732,225.2254,105.4631192,0,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c
ALDD3y_num3,0,23752.9732,84.194,282.1219232,0,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c
R5PP_num2,0,9881.341639,20.7798,475.5263111,0,h2o_c + r5p_c --> pi_c + rib__D_c
R5PP_num3,0,9881.341639,30.4128,324.9073298,0,h2o_c + r5p_c --> pi_c + rib__D_c
R5PP_num4,0,9881.341639,27.1631,363.7781269,0,h2o_c + r5p_c --> pi_c + rib__D_c
R5PP_num5,0,9881.341639,29.7211,332.4689072,0,h2o_c + r5p_c --> pi_c + rib__D_c
CYSSADS_num2,0,13159.47439,88.8675,148.0797186,0,3sala_c + 2.0 h_c --> ala__L_c + so2_c
NTP10_num2,0,10200.0983,36.4253,280.027846,0,h2o_c + itp_c --> h_c + idp_c + pi_c
ECOAH7_num2,0,37020.63211,159.1878,232.5594808,0,3hhdcoa_c --> h2o_c + hdd2coa_c
G1PPpp_num2,0,34600.56248,98.8772,349.9346915,0,g1p_p + h2o_p --> glc__D_p + pi_p
ORNDC_num2,0,35745.33522,164.8316,216.8597236,0,h_c + orn_c --> co2_c + ptrc_c
FACOAL181t2pp_num2,0,20613.48472,60.7731,339.1876458,0,atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c
AMPTASEPG_num2,0,29612.1696,277.081,106.871888,0,h2o_c + progly_c --> gly_c + pro__L_c
AMPTASEPG_num3,0,29612.1696,98.9189,299.3580559,0,h2o_c + progly_c --> gly_c + pro__L_c
AMPTASEPG_num4,0,29612.1696,105.8308,279.8067255,0,h2o_c + progly_c --> gly_c + pro__L_c
CLPNS180pp_num2,0,18171.28853,47.6335,381.4812796,0,2.0 pg180_p --> clpn180_p + glyc_p
CLPNS181pp_num2,0,21182.30828,47.6335,444.6935094,0,2.0 pg181_p --> clpn181_p + glyc_p
CLPNS120pp_num2,0,27301.68336,54.8223,498.0032461,0,2.0 pg120_p --> clpn120_p + glyc_p
FACOAL141t2pp_num2,0,18524.51186,124.664,148.5955196,0,atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c
FACOAL161t2pp_num2,0,21999.51044,60.7731,361.9942119,0,atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c
PGPP140pp_num2,0,9509.043636,29.0213,327.6573977,0,h2o_p + pgp140_p --> pg140_p + pi_p
PGPP141pp_num2,0,17501.08267,29.0213,603.0426849,0,h2o_p + pgp141_p --> pg141_p + pi_p
PGPP160pp_num2,0,9538.650497,29.0213,328.6775746,0,h2o_p + pgp160_p --> pg160_p + pi_p
PGPP180pp_num2,0,9522.983344,29.0213,328.1377245,0,h2o_p + pgp180_p --> pg180_p + pi_p
CLPNS160pp_num2,0,33484.59677,54.8223,610.7842387,0,2.0 pg160_p --> clpn160_p + glyc_p
CLPNS161pp_num2,0,23978.23534,47.6335,503.3901632,0,2.0 pg161_p --> clpn161_p + glyc_p
HYD1pp_num2,0,5271939.547,482.9335,10916.49171,0,h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c
HYD1pp_num3,0,5271939.547,232.2686,22697.59902,0,h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c
FMNRx_num2,0,23127.606,26.242,881.32025,0,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c
MDDCP1pp_num2,0,54493.1509,87.2178,624.7939171,0,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
MDDCP1pp_num3,0,54493.1509,88.8879,613.0547679,0,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
MDDCP1pp_num4,0,54493.1509,51.7983,1052.025856,0,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
MDDCP1pp_num5,0,54493.1509,43.3461,1257.163872,0,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
MDDCP1pp_num6,0,54493.1509,47.7524,1141.160463,0,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
2DOXG6PP_num2,0,9865.296,29.7077,332.078754,0,2doxg6p_c + h2o_c --> 2dglc_c + pi_c
2DOXG6PP_num3,0,9865.296,24.3302,405.4753352,0,2doxg6p_c + h2o_c --> 2dglc_c + pi_c
2DOXG6PP_num4,0,9865.296,30.3709,324.8272524,0,2doxg6p_c + h2o_c --> 2dglc_c + pi_c
MPTG_num3,0,18797.02545,194.8907,96.44906324,0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c
MPTG_num4,0,18797.02545,195.5471,96.1253092,0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c
